id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
420;2025-05-21 23:08:18;25.8;91.7;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
421;2025-05-21 23:08:25;25.8;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
430;2025-05-21 23:09:32;25.9;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
431;2025-05-21 23:09:40;25.9;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
434;2025-05-21 23:10:03;25.8;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
435;2025-05-21 23:10:10;25.9;91.2;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
436;2025-05-21 23:10:17;25.9;942.1;3.8;3786987.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.3;45.4;70.5;301.8;156.3;-6.8;-1.3;0;0
441;2025-05-21 23:10:55;25.8;91.3;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
442;2025-05-21 23:11:02;25.8;949.0;3.8;3786965.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.6;45.6;70.6;301.8;156.8;-6.8;-1.8;0;0
444;2025-05-21 23:11:17;25.8;970.0;3.8;3796987.0;265.0;150.0;150.0;3;141.6;80.1;80.1;41.5;46.2;71.0;301.8;158.7;-6.8;-3.7;0;0
461;2025-05-21 23:13:23;25.8;958.0;3.8;3736987.0;265.0;150.0;150.0;3;141.6;80.1;80.1;41.0;45.6;69.9;301.8;156.5;-6.8;-1.5;0;0
467;2025-05-21 23:14:07;25.8;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
468;2025-05-21 23:14:14;25.8;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
474;2025-05-21 23:14:58;25.8;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
477;2025-05-21 23:15:19;25.9;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
484;2025-05-21 23:16:10;25.8;91.8;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
487;2025-05-21 23:16:33;25.8;941.3;3.8;3739892.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.3;45.2;69.8;301.8;155.2;-6.8;-0.2;0;0
503;2025-05-21 23:18:30;25.7;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
508;2025-05-21 23:19:06;25.7;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
510;2025-05-21 23:19:21;25.8;925.0;3.8;3839892.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.6;45.3;71.2;301.8;156.0;-6.8;-1.0;0;0
514;2025-05-21 23:19:51;25.8;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
516;2025-05-21 23:20:06;25.8;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
518;2025-05-21 23:20:20;25.8;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
529;2025-05-21 23:21:43;25.8;91.3;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
531;2025-05-21 23:21:58;25.7;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
535;2025-05-21 23:22:27;25.8;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
536;2025-05-21 23:22:35;25.7;939.5;3.8;3739898.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.2;45.1;69.7;301.8;155.0;-6.8;0.0;0;0
537;2025-05-21 23:22:43;25.8;91.8;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
549;2025-05-21 23:24:13;25.7;920.0;3.7;3839898.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.4;45.1;71.1;301.8;155.7;-6.8;-0.7;0;0
554;2025-05-21 23:24:49;25.7;925.3;3.7;3939898.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.6;45.8;72.8;301.8;158.2;-6.8;-3.2;0;0
557;2025-05-21 23:25:12;25.7;92.0;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
570;2025-05-21 23:26:48;25.6;91.0;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
573;2025-05-21 23:27:10;25.6;91.8;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
575;2025-05-21 23:27:24;25.6;91.5;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
577;2025-05-21 23:27:39;25.6;92.0;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
583;2025-05-21 23:28:24;25.6;91.0;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
587;2025-05-21 23:28:55;25.7;91.3;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
591;2025-05-21 23:29:25;25.6;91.0;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
601;2025-05-21 23:30:37;25.6;91.3;3.7;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.2;22.6;147.8;1;1
603;2025-05-21 23:30:52;25.6;930.9;3.7;3839898.0;260.0;100.0;150.0;3;138.9;53.4;80.1;39.9;45.4;71.3;272.4;156.5;22.6;-1.5;1;0
620;2025-05-21 23:32:57;25.6;92.1;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.3;22.6;147.7;1;1
625;2025-05-21 23:33:35;25.6;90.7;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.2;22.6;147.8;1;1
632;2025-05-21 23:34:26;25.6;931.3;3.6;3839789.0;260.0;100.0;150.0;3;138.9;53.4;80.1;39.9;45.5;71.3;272.4;156.6;22.6;-1.6;1;0
635;2025-05-21 23:34:48;25.6;91.5;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.3;22.6;147.7;1;1
639;2025-05-21 23:35:17;25.5;921.3;3.6;4039789.0;260.0;100.0;150.0;3;138.9;53.4;80.1;39.5;46.3;74.4;272.4;160.1;22.6;-5.1;1;0
641;2025-05-21 23:35:33;25.5;91.5;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.3;22.6;147.7;1;1
644;2025-05-21 23:35:55;25.5;911.3;3.6;3939789.0;260.0;100.0;150.0;3;138.9;53.4;80.1;39.1;45.5;72.7;272.4;157.2;22.6;-2.2;1;0
647;2025-05-21 23:36:16;25.6;91.7;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.3;22.6;147.7;1;1
651;2025-05-21 23:36:46;25.6;91.5;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.3;22.6;147.7;1;1
652;2025-05-21 23:36:53;25.5;91.3;3.6;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.3;22.6;147.7;1;1
654;2025-05-21 23:37:09;25.6;91.3;3.7;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.2;22.6;147.8;1;1
659;2025-05-21 23:37:46;25.5;91.3;3.7;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.2;22.6;147.8;1;1
667;2025-05-21 23:38:46;25.6;91.5;3.7;500.0;260.0;100.0;150.0;3;138.9;53.4;80.1;4.0;2.5;0.8;272.4;7.2;22.6;147.8;1;1
672;2025-05-21 23:39:24;25.5;950.2;3.6;3739698.0;260.0;100.0;150.0;3;138.9;53.4;80.1;40.7;45.4;69.9;272.4;156.0;22.6;-1.0;1;0
675;2025-05-21 23:39:45;25.5;941.3;3.6;3859698.0;260.0;100.0;150.0;3;138.9;53.4;80.1;40.3;45.8;71.7;272.4;157.9;22.6;-2.9;1;0
676;2025-05-21 23:39:52;25.5;931.0;3.6;3979698.0;245.0;98.0;145.0;3;130.9;52.4;77.5;39.9;46.2;73.5;260.7;159.6;34.3;-4.6;1;0
681;2025-05-21 23:40:30;25.6;91.3;3.7;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.2;34.3;147.8;1;1
682;2025-05-21 23:40:37;25.6;921.5;3.7;3879698.0;245.0;98.0;145.0;3;130.9;52.4;77.5;39.5;45.4;71.8;260.7;156.6;34.3;-1.6;1;0
684;2025-05-21 23:40:52;25.6;915.5;3.7;4079698.0;245.0;98.0;145.0;3;130.9;52.4;77.5;39.2;46.3;74.9;260.7;160.4;34.3;-5.4;1;0
686;2025-05-21 23:41:07;25.6;92.1;3.7;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
691;2025-05-21 23:41:44;25.6;91.0;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
694;2025-05-21 23:42:06;25.6;91.5;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
704;2025-05-21 23:43:18;25.6;91.5;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
705;2025-05-21 23:43:26;25.6;91.5;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
706;2025-05-21 23:43:34;25.6;91.5;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
712;2025-05-21 23:44:16;25.6;91.5;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
716;2025-05-21 23:44:45;25.5;91.5;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
728;2025-05-21 23:46:19;25.6;91.0;3.6;500.0;245.0;98.0;145.0;3;130.9;52.4;77.5;4.0;2.5;0.8;260.7;7.3;34.3;147.7;1;1
730;2025-05-21 23:46:34;25.6;940.3;3.6;3979898.0;230.0;97.0;140.0;3;122.9;51.8;74.8;40.3;46.4;73.6;249.5;160.3;45.5;-5.3;1;0
733;2025-05-21 23:46:55;25.6;90.9;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
739;2025-05-21 23:47:39;25.6;938.6;3.6;3879898.0;230.0;97.0;140.0;3;122.9;51.8;74.8;40.2;45.9;72.0;249.5;158.1;45.5;-3.1;1;0
742;2025-05-21 23:48:01;25.6;91.3;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
743;2025-05-21 23:48:09;25.6;91.3;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
762;2025-05-21 23:50:31;25.5;91.0;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
765;2025-05-21 23:50:53;25.6;890.0;3.6;3999898.0;230.0;97.0;140.0;3;122.9;51.8;74.8;38.1;45.2;73.4;249.5;156.7;45.5;-1.7;1;0
767;2025-05-21 23:51:08;25.5;91.3;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
777;2025-05-21 23:52:24;25.6;90.6;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.2;45.5;147.8;1;1
778;2025-05-21 23:52:31;25.6;91.0;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
780;2025-05-21 23:52:47;25.5;90.9;3.6;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
781;2025-05-21 23:52:54;25.5;928.0;3.6;3899898.0;230.0;97.0;140.0;3;122.9;51.8;74.8;39.8;45.7;72.2;249.5;157.6;45.5;-2.6;1;0
787;2025-05-21 23:53:38;25.5;91.0;3.5;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
788;2025-05-21 23:53:45;25.5;91.3;3.5;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
789;2025-05-21 23:53:52;25.6;90.7;3.5;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
793;2025-05-21 23:54:22;25.5;90.6;3.5;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.3;45.5;147.7;1;1
804;2025-05-21 23:55:44;25.5;91.0;3.4;500.0;230.0;97.0;140.0;3;122.9;51.8;74.8;4.0;2.5;0.8;249.5;7.4;45.5;147.6;1;1
806;2025-05-21 23:55:58;25.5;921.3;3.4;3799898.0;230.0;90.0;140.0;3;122.9;48.1;74.8;39.5;45.0;70.6;245.7;155.1;49.3;-0.1;1;0
807;2025-05-21 23:56:06;25.5;91.0;3.4;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;4.0;2.5;0.8;245.7;7.4;49.3;147.6;1;1
808;2025-05-21 23:56:13;25.6;90.9;3.4;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;4.0;2.5;0.8;245.7;7.4;49.3;147.6;1;1
812;2025-05-21 23:56:41;25.5;90.7;3.5;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;4.0;2.5;0.8;245.7;7.3;49.3;147.7;1;1
814;2025-05-21 23:56:56;25.5;91.3;3.6;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;4.0;2.5;0.8;245.7;7.3;49.3;147.7;1;1
821;2025-05-21 23:57:47;25.5;880.6;3.9;3997898.0;230.0;90.0;140.0;3;122.9;48.1;74.8;37.7;44.9;73.2;245.7;155.8;49.3;-0.8;1;0
824;2025-05-21 23:58:09;25.5;90.9;4.0;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;3.9;2.4;0.7;245.7;7.0;49.3;148.0;1;1
833;2025-05-21 23:59:15;25.6;91.3;4.0;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;3.9;2.4;0.7;245.7;7.1;49.3;147.9;1;1
834;2025-05-21 23:59:22;25.5;90.6;4.0;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;3.9;2.4;0.7;245.7;7.0;49.3;148.0;1;1
842;2025-05-22 00:00:22;25.5;90.7;4.1;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;3.8;2.4;0.7;245.7;7.0;49.3;148.0;1;1
846;2025-05-22 00:00:53;25.5;900.0;4.1;3897898.0;230.0;90.0;140.0;3;122.9;48.1;74.8;38.4;44.8;71.8;245.7;155.1;49.3;-0.1;1;0
849;2025-05-22 00:01:15;25.5;91.5;4.1;500.0;230.0;90.0;140.0;3;122.9;48.1;74.8;3.9;2.4;0.7;245.7;7.0;49.3;148.0;1;1
850;2025-05-22 00:01:23;25.5;910.9;4.1;3977898.0;230.0;67.0;140.0;3;122.9;35.8;74.8;38.9;45.6;73.2;233.4;157.7;61.6;-2.7;1;0
870;2025-05-22 00:03:55;25.4;91.5;4.1;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
887;2025-05-22 00:06:03;25.4;90.6;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
888;2025-05-22 00:06:10;25.4;90.6;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
892;2025-05-22 00:06:41;25.4;930.0;4.0;3877898.0;230.0;67.0;140.0;3;122.9;35.8;74.8;39.7;45.6;71.8;233.4;157.1;61.6;-2.1;1;0
902;2025-05-22 00:07:56;25.5;91.2;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
903;2025-05-22 00:08:03;25.4;91.5;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
905;2025-05-22 00:08:18;25.5;90.9;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
908;2025-05-22 00:08:40;25.5;91.3;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
912;2025-05-22 00:09:11;25.5;91.3;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
923;2025-05-22 00:10:31;25.5;910.6;4.1;3977780.0;230.0;67.0;140.0;3;122.9;35.8;74.8;38.9;45.6;73.2;233.4;157.6;61.6;-2.6;1;0
936;2025-05-22 00:12:08;25.5;91.3;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
937;2025-05-22 00:12:15;25.5;920.6;4.0;3877780.0;230.0;67.0;140.0;3;122.9;35.8;74.8;39.3;45.3;71.7;233.4;156.4;61.6;-1.4;1;0
941;2025-05-22 00:12:46;25.5;90.6;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
948;2025-05-22 00:13:38;25.4;91.0;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
950;2025-05-22 00:13:53;25.5;90.7;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
951;2025-05-22 00:14:00;25.4;91.0;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.0;61.6;148.0;1;1
961;2025-05-22 00:15:15;25.4;921.0;3.9;3977782.0;230.0;67.0;140.0;3;122.9;35.8;74.8;39.4;45.9;73.3;233.4;158.6;61.6;-3.6;1;0
966;2025-05-22 00:15:53;25.4;930.7;3.9;3877782.0;230.0;67.0;140.0;3;122.9;35.8;74.8;39.8;45.6;71.8;233.4;157.2;61.6;-2.2;1;0
970;2025-05-22 00:16:23;25.4;91.0;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
971;2025-05-22 00:16:30;25.4;91.3;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.5;0.7;233.4;7.1;61.6;147.9;1;1
972;2025-05-22 00:16:38;25.4;91.3;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.5;0.7;233.4;7.1;61.6;147.9;1;1
979;2025-05-22 00:17:30;25.4;91.2;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.5;0.7;233.4;7.1;61.6;147.9;1;1
981;2025-05-22 00:17:45;25.4;90.7;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
982;2025-05-22 00:17:52;25.4;91.5;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.5;0.7;233.4;7.1;61.6;147.9;1;1
991;2025-05-22 00:19:00;25.4;90.7;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
994;2025-05-22 00:19:23;25.4;930.9;3.9;3896782.0;230.0;67.0;140.0;3;122.9;35.8;74.8;39.8;45.7;72.1;233.4;157.6;61.6;-2.6;1;0
1006;2025-05-22 00:20:52;25.4;91.3;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.5;0.7;233.4;7.1;61.6;147.9;1;1
1009;2025-05-22 00:21:15;25.4;90.6;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
1011;2025-05-22 00:21:30;25.4;90.6;3.9;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;3.9;2.4;0.7;233.4;7.1;61.6;147.9;1;1
1014;2025-05-22 00:21:52;15.0;910.0;4.0;3996782.0;230.0;67.0;140.0;3;122.9;35.8;74.8;38.9;45.7;73.5;233.4;158.1;61.6;-3.1;1;0
1018;2025-05-22 00:22:21;15.0;900.0;4.0;4096782.0;230.0;67.0;140.0;3;122.9;35.8;74.8;38.5;45.9;75.0;233.4;159.4;61.6;-4.4;1;0
1021;2025-05-22 00:22:44;14.0;15.0;4.0;500.0;230.0;67.0;140.0;3;122.9;35.8;74.8;0.6;0.4;-0.1;233.4;0.9;61.6;154.1;1;1
1;2025-05-21 22:16:29;15.0;900.0;4.0;3895782.0;180.0;77.0;145.0;4;96.2;41.1;77.5;38.5;44.8;71.8;214.7;155.1;91.3;-0.1;1;0
5;2025-05-21 22:16:59;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
14;2025-05-21 22:18:07;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
15;2025-05-21 22:18:14;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
17;2025-05-21 22:18:28;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
20;2025-05-21 22:18:50;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
41;2025-05-21 22:21:22;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
55;2025-05-21 22:23:07;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
65;2025-05-21 22:24:21;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
68;2025-05-21 22:24:43;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
72;2025-05-21 22:25:13;15.0;15.0;4.0;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;0.6;0.4;-0.1;214.7;0.9;91.3;154.1;1;1
73;2025-05-21 22:25:21;26.8;92.3;4.1;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;3.9;2.5;0.7;214.7;7.1;91.3;147.9;1;1
77;2025-05-21 22:25:51;26.8;900.6;4.1;3898782.0;180.0;77.0;145.0;4;96.2;41.1;77.5;38.5;44.9;71.8;214.7;155.1;91.3;-0.1;1;0
83;2025-05-21 22:26:37;26.8;922.9;4.1;3998782.0;180.0;77.0;145.0;4;96.2;41.1;77.5;39.4;46.0;73.7;214.7;159.1;91.3;-4.1;1;0
97;2025-05-21 22:28:21;26.6;932.4;4.0;3798782.0;180.0;77.0;145.0;4;96.2;41.1;77.5;39.8;45.2;70.6;214.7;155.6;91.3;-0.6;1;0
102;2025-05-21 22:28:59;26.7;92.3;4.1;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;3.9;2.5;0.7;214.7;7.1;91.3;147.9;1;1
105;2025-05-21 22:29:21;26.7;92.3;4.2;500.0;180.0;77.0;145.0;4;96.2;41.1;77.5;3.9;2.4;0.7;214.7;7.0;91.3;148.0;1;1
107;2025-05-21 22:29:36;26.7;92.1;4.1;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.4;0.7;222.8;7.1;83.2;147.9;1;1
109;2025-05-21 22:29:51;26.6;92.9;4.1;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
124;2025-05-21 22:31:43;26.6;92.9;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;4.0;2.5;0.7;222.8;7.2;83.2;147.8;1;1
131;2025-05-21 22:32:36;26.6;92.4;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
136;2025-05-21 22:33:14;26.5;92.1;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
137;2025-05-21 22:33:21;26.5;92.3;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
142;2025-05-21 22:33:59;26.6;92.3;4.0;500.0;200.0;62.0;155.0;4;106.8;33.1;82.8;3.9;2.5;0.7;222.8;7.1;83.2;147.9;1;1
