id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
764;2025-05-21 23:50:46;25.5;92.1;3.6;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.8;261.2;7.4;-4.2;147.6;0;1
766;2025-05-21 23:51:01;25.5;900.5;3.6;3977876.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.6;45.4;73.2;261.2;157.1;-4.2;-2.1;0;0
769;2025-05-21 23:51:23;25.6;92.1;3.6;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.8;261.2;7.3;-4.2;147.7;0;1
784;2025-05-21 23:53:16;25.6;92.3;3.5;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.5;0.8;261.2;7.4;-4.2;147.6;0;1
791;2025-05-21 23:54:07;25.6;92.6;3.5;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.6;0.8;261.2;7.4;-4.2;147.6;0;1
794;2025-05-21 23:54:30;25.5;92.3;3.5;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.5;0.8;261.2;7.4;-4.2;147.6;0;1
796;2025-05-21 23:54:45;25.5;899.3;3.4;3987876.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.6;45.4;73.3;261.2;157.3;-4.2;-2.3;0;0
798;2025-05-21 23:55:00;25.5;92.5;3.4;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.6;0.8;261.2;7.5;-4.2;147.5;0;1
801;2025-05-21 23:55:22;25.5;92.3;3.4;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.6;0.8;261.2;7.5;-4.2;147.5;0;1
803;2025-05-21 23:55:37;25.5;92.2;3.4;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.6;0.8;261.2;7.5;-4.2;147.5;0;1
810;2025-05-21 23:56:27;25.5;92.2;3.4;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.1;2.6;0.8;261.2;7.5;-4.2;147.5;0;1
816;2025-05-21 23:57:10;25.5;92.5;3.7;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.8;261.2;7.3;-4.2;147.7;0;1
826;2025-05-21 23:58:24;25.6;92.2;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
847;2025-05-22 00:01:00;25.5;92.1;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.4;0.7;261.2;7.1;-4.2;147.9;0;1
848;2025-05-22 00:01:08;25.5;902.2;4.1;3887876.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.5;44.8;71.7;261.2;155.0;-4.2;0.0;0;0
851;2025-05-22 00:01:31;25.5;92.3;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
853;2025-05-22 00:01:47;25.5;92.3;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
860;2025-05-22 00:02:39;25.5;932.1;4.1;3787876.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.8;45.1;70.4;261.2;155.3;-4.2;-0.3;0;0
862;2025-05-22 00:02:54;25.5;92.2;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.4;0.7;261.2;7.1;-4.2;147.9;0;1
865;2025-05-22 00:03:17;25.5;928.3;4.0;3987876.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.7;46.1;73.6;261.2;159.3;-4.2;-4.3;0;0
869;2025-05-22 00:03:47;25.4;92.5;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
875;2025-05-22 00:04:33;25.5;972.4;4.1;3787876.0;230.0;140.0;119.0;2;122.9;74.8;63.6;41.5;46.2;70.8;261.2;158.5;-4.2;-3.5;0;0
877;2025-05-22 00:04:48;25.5;92.6;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
878;2025-05-22 00:04:56;25.5;912.5;4.1;3987845.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.0;45.7;73.4;261.2;158.0;-4.2;-3.0;0;0
880;2025-05-22 00:05:11;25.4;92.1;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.4;0.7;261.2;7.1;-4.2;147.9;0;1
883;2025-05-22 00:05:34;25.4;92.2;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.4;0.7;261.2;7.1;-4.2;147.9;0;1
884;2025-05-22 00:05:41;25.4;913.5;4.0;3987653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.0;45.7;73.4;261.2;158.1;-4.2;-3.1;0;0
889;2025-05-22 00:06:18;25.4;92.2;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
890;2025-05-22 00:06:25;25.4;902.5;4.0;3987653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.6;45.4;73.3;261.2;157.3;-4.2;-2.3;0;0
893;2025-05-22 00:06:48;25.5;92.0;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
899;2025-05-22 00:07:33;25.5;922.5;4.0;3887653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.4;45.4;71.9;261.2;156.7;-4.2;-1.7;0;0
900;2025-05-22 00:07:41;25.5;92.6;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
901;2025-05-22 00:07:48;25.4;942.5;4.0;3787653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;40.3;45.4;70.5;261.2;156.2;-4.2;-1.2;0;0
907;2025-05-22 00:08:33;25.5;896.3;4.0;4087653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.3;45.8;74.8;261.2;158.9;-4.2;-3.9;0;0
913;2025-05-22 00:09:18;25.5;92.1;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
915;2025-05-22 00:09:33;25.5;900.5;4.1;3985653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.5;45.3;73.2;261.2;157.0;-4.2;-2.0;0;0
916;2025-05-22 00:09:41;25.5;872.5;4.1;4185653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;37.3;45.6;76.1;261.2;159.0;-4.2;-4.0;0;0
921;2025-05-22 00:10:17;25.5;92.3;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
925;2025-05-22 00:10:45;25.5;92.5;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
927;2025-05-22 00:11:01;25.5;92.2;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.4;0.7;261.2;7.1;-4.2;147.9;0;1
928;2025-05-22 00:11:08;25.5;92.2;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.4;0.7;261.2;7.1;-4.2;147.9;0;1
930;2025-05-22 00:11:23;25.5;92.4;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
932;2025-05-22 00:11:39;25.4;970.2;4.1;3885653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;41.4;46.7;72.4;261.2;160.4;-4.2;-5.4;0;0
933;2025-05-22 00:11:46;25.5;92.6;4.1;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
935;2025-05-22 00:12:01;25.5;952.4;4.0;3985653.0;230.0;140.0;119.0;2;122.9;74.8;63.6;40.7;46.7;73.8;261.2;161.2;-4.2;-6.2;0;0
939;2025-05-22 00:12:31;25.5;92.1;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
940;2025-05-22 00:12:38;25.5;92.5;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
955;2025-05-22 00:14:31;25.5;922.5;4.0;3885670.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.4;45.4;71.9;261.2;156.7;-4.2;-1.7;0;0
960;2025-05-22 00:15:08;25.5;92.4;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;3.9;2.5;0.7;261.2;7.1;-4.2;147.9;0;1
964;2025-05-22 00:15:38;25.5;92.3;3.9;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
968;2025-05-22 00:16:08;25.4;92.4;3.9;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
973;2025-05-22 00:16:45;25.4;92.2;3.9;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
974;2025-05-22 00:16:53;25.4;932.4;3.9;3885670.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.9;45.7;72.0;261.2;157.5;-4.2;-2.5;0;0
975;2025-05-22 00:17:00;25.4;942.2;3.9;3885670.0;230.0;140.0;119.0;2;122.9;74.8;63.6;40.3;45.9;72.1;261.2;158.3;-4.2;-3.3;0;0
977;2025-05-22 00:17:15;25.4;92.2;3.9;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;4.0;2.5;0.7;261.2;7.2;-4.2;147.8;0;1
983;2025-05-22 00:18:00;25.4;932.2;3.9;3885678.0;230.0;140.0;119.0;2;122.9;74.8;63.6;39.9;45.7;72.0;261.2;157.5;-4.2;-2.5;0;0
990;2025-05-22 00:18:53;15.0;15.0;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;-4.2;154.1;0;1
992;2025-05-22 00:19:08;15.0;15.0;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;-4.2;154.1;0;1
998;2025-05-22 00:19:53;14.0;15.0;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;-4.2;154.1;0;1
999;2025-05-22 00:20:00;15.0;950.0;4.0;3785678.0;230.0;140.0;119.0;2;122.9;74.8;63.6;40.6;45.6;70.6;261.2;156.7;-4.2;-1.7;0;0
1000;2025-05-22 00:20:07;15.0;15.0;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;-4.2;154.1;0;1
1008;2025-05-22 00:21:07;15.0;890.0;4.0;3985678.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.0;45.1;73.1;261.2;156.2;-4.2;-1.2;0;0
1012;2025-05-22 00:21:38;15.0;15.0;4.0;500.0;230.0;140.0;119.0;2;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;-4.2;154.1;0;1
1016;2025-05-22 00:22:07;15.0;911.0;4.0;3885692.0;230.0;140.0;119.0;2;122.9;74.8;63.6;38.9;45.1;71.7;261.2;155.8;-4.2;-0.8;0;0
1;2025-05-21 22:16:29;15.0;948.0;4.0;3785678.0;230.0;140.0;119.0;3;122.9;74.8;63.6;40.5;45.5;70.5;261.2;156.6;33.8;-1.6;1;0
5;2025-05-21 22:16:59;15.0;15.0;4.0;500.0;230.0;140.0;119.0;3;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;33.8;154.1;1;1
14;2025-05-21 22:18:07;15.0;15.0;4.0;500.0;230.0;140.0;119.0;3;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;33.8;154.1;1;1
15;2025-05-21 22:18:14;15.0;15.0;4.0;500.0;230.0;140.0;119.0;3;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;33.8;154.1;1;1
17;2025-05-21 22:18:28;15.0;15.0;4.0;500.0;230.0;140.0;119.0;3;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;33.8;154.1;1;1
20;2025-05-21 22:18:50;15.0;15.0;4.0;500.0;230.0;140.0;119.0;3;122.9;74.8;63.6;0.6;0.4;-0.1;261.2;0.9;33.8;154.1;1;1
41;2025-05-21 22:21:22;15.0;955.0;4.0;3885398.0;230.0;140.0;119.0;3;122.9;74.8;63.6;40.8;46.3;72.2;261.2;159.3;33.8;-4.3;1;0
55;2025-05-21 22:23:07;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
65;2025-05-21 22:24:21;14.0;940.0;4.0;3985398.0;222.0;130.0;110.0;3;118.6;69.4;58.8;40.2;46.4;73.6;246.8;160.2;48.2;-5.2;1;0
68;2025-05-21 22:24:43;15.0;930.0;4.0;4085398.0;222.0;130.0;110.0;3;118.6;69.4;58.8;39.7;46.7;75.1;246.8;161.5;48.2;-6.5;1;0
72;2025-05-21 22:25:13;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
73;2025-05-21 22:25:21;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
77;2025-05-21 22:25:51;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
83;2025-05-21 22:26:37;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
97;2025-05-21 22:28:21;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
102;2025-05-21 22:28:59;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
105;2025-05-21 22:29:21;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
107;2025-05-21 22:29:36;15.0;940.0;4.0;3885795.0;222.0;130.0;110.0;3;118.6;69.4;58.8;40.2;45.9;72.0;246.8;158.1;48.2;-3.1;1;0
109;2025-05-21 22:29:51;15.0;15.0;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;0.6;0.4;-0.1;246.8;0.9;48.2;154.1;1;1
124;2025-05-21 22:31:43;15.0;928.0;4.0;3985795.0;222.0;130.0;110.0;3;118.6;69.4;58.8;39.7;46.1;73.5;246.8;159.3;48.2;-4.3;1;0
131;2025-05-21 22:32:36;26.6;935.0;4.0;3996895.0;222.0;130.0;110.0;3;118.6;69.4;58.8;40.0;46.3;73.8;246.8;160.1;48.2;-5.1;1;0
136;2025-05-21 22:33:14;26.5;92.1;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;3.9;2.5;0.7;246.8;7.1;48.2;147.9;1;1
137;2025-05-21 22:33:21;26.5;911.3;4.0;4096895.0;222.0;130.0;110.0;3;118.6;69.4;58.8;38.9;46.2;75.1;246.8;160.3;48.2;-5.3;1;0
142;2025-05-21 22:33:59;26.6;92.3;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;3.9;2.5;0.7;246.8;7.1;48.2;147.9;1;1
143;2025-05-21 22:34:07;26.6;92.8;4.0;500.0;222.0;130.0;110.0;3;118.6;69.4;58.8;4.0;2.5;0.7;246.8;7.2;48.2;147.8;1;1
153;2025-05-21 22:35:23;26.5;92.3;4.1;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
157;2025-05-21 22:35:53;26.5;92.8;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;4.0;2.5;0.7;272.4;7.2;22.6;147.8;1;1
163;2025-05-21 22:36:38;26.5;922.3;4.1;3996895.0;245.0;145.0;120.0;3;130.9;77.5;64.1;39.4;46.0;73.6;272.4;159.0;22.6;-4.0;1;0
168;2025-05-21 22:37:16;26.5;92.1;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
182;2025-05-21 22:38:59;26.4;92.3;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
188;2025-05-21 22:39:45;26.4;932.6;4.0;3896895.0;245.0;145.0;120.0;3;130.9;77.5;64.1;39.9;45.7;72.1;272.4;157.7;22.6;-2.7;1;0
189;2025-05-21 22:39:52;26.4;890.6;4.0;3996995.0;245.0;145.0;120.0;3;130.9;77.5;64.1;38.1;45.1;73.3;272.4;156.5;22.6;-1.5;1;0
192;2025-05-21 22:40:15;26.4;92.4;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
193;2025-05-21 22:40:22;26.4;92.3;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
194;2025-05-21 22:40:30;26.4;92.3;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
197;2025-05-21 22:40:53;26.4;897.0;4.0;3996765.0;245.0;145.0;120.0;3;130.9;77.5;64.1;38.3;45.3;73.4;272.4;157.0;22.6;-2.0;1;0
202;2025-05-21 22:41:30;26.4;899.4;4.0;3896765.0;245.0;145.0;120.0;3;130.9;77.5;64.1;38.4;44.8;71.8;272.4;155.1;22.6;-0.1;1;0
207;2025-05-21 22:42:07;26.3;92.6;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;4.0;2.5;0.7;272.4;7.2;22.6;147.8;1;1
209;2025-05-21 22:42:21;26.3;92.1;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
210;2025-05-21 22:42:29;26.4;92.4;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
212;2025-05-21 22:42:44;26.3;92.1;4.0;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;3.9;2.5;0.7;272.4;7.1;22.6;147.9;1;1
217;2025-05-21 22:43:21;26.3;912.3;3.9;3996865.0;245.0;145.0;120.0;3;130.9;77.5;64.1;39.0;45.7;73.5;272.4;158.3;22.6;-3.3;1;0
218;2025-05-21 22:43:29;26.3;92.6;3.9;500.0;245.0;145.0;120.0;3;130.9;77.5;64.1;4.0;2.5;0.7;272.4;7.2;22.6;147.8;1;1
221;2025-05-21 22:43:51;26.3;919.3;3.9;3986765.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.3;45.9;73.5;301.8;158.6;-6.8;-3.6;0;0
222;2025-05-21 22:43:59;26.3;91.8;3.9;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;3.9;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
223;2025-05-21 22:44:06;26.3;92.1;3.9;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
225;2025-05-21 22:44:22;26.3;92.1;3.9;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
228;2025-05-21 22:44:44;26.3;932.1;3.9;3786765.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.9;45.1;70.4;301.8;155.4;-6.8;-0.4;0;0
232;2025-05-21 22:45:15;26.3;91.5;3.9;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;3.9;2.5;0.7;301.8;7.1;-6.8;147.9;0;1
237;2025-05-21 22:45:53;26.3;92.1;4.0;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;3.9;2.5;0.7;301.8;7.1;-6.8;147.9;0;1
239;2025-05-21 22:46:07;26.4;92.4;4.0;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;3.9;2.5;0.7;301.8;7.1;-6.8;147.9;0;1
245;2025-05-21 22:46:50;26.3;958.0;4.0;3686765.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.9;45.3;69.1;301.8;155.3;-6.8;-0.3;0;0
247;2025-05-21 22:47:05;26.3;91.5;4.0;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;3.9;2.4;0.7;301.8;7.1;-6.8;147.9;0;1
251;2025-05-21 22:47:35;26.3;92.3;4.0;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;3.9;2.5;0.7;301.8;7.1;-6.8;147.9;0;1
253;2025-05-21 22:47:50;26.2;944.0;4.0;3886765.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.3;46.0;72.1;301.8;158.4;-6.8;-3.4;0;0
260;2025-05-21 22:48:42;26.3;92.1;3.9;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
271;2025-05-21 22:50:02;26.2;92.1;3.9;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
278;2025-05-21 22:50:55;26.2;933.4;3.8;3986765.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.9;46.3;73.6;301.8;159.8;-6.8;-4.8;0;0
282;2025-05-21 22:51:25;26.2;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
287;2025-05-21 22:52:02;26.2;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
291;2025-05-21 22:52:31;26.2;922.4;3.8;3986829.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.5;46.0;73.5;301.8;158.9;-6.8;-3.9;0;0
303;2025-05-21 22:53:59;26.1;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
306;2025-05-21 22:54:21;26.1;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
309;2025-05-21 22:54:44;26.1;932.1;3.8;3786754.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.9;45.2;70.4;301.8;155.4;-6.8;-0.4;0;0
314;2025-05-21 22:55:22;26.1;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
316;2025-05-21 22:55:37;26.1;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
319;2025-05-21 22:55:58;26.1;958.0;3.8;3786538.0;265.0;150.0;150.0;3;141.6;80.1;80.1;41.0;45.8;70.7;301.8;157.5;-6.8;-2.5;0;0
320;2025-05-21 22:56:06;26.1;92.4;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
322;2025-05-21 22:56:21;26.1;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
330;2025-05-21 22:57:20;26.1;942.1;3.8;3886538.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.3;46.0;72.1;301.8;158.4;-6.8;-3.4;0;0
341;2025-05-21 22:58:39;26.0;91.8;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
345;2025-05-21 22:59:08;26.1;91.5;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
346;2025-05-21 22:59:15;26.1;92.1;3.7;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
351;2025-05-21 22:59:51;26.1;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
354;2025-05-21 23:00:13;26.0;92.3;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
355;2025-05-21 23:00:21;26.0;91.8;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
358;2025-05-21 23:00:42;26.0;92.3;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.3;-6.8;147.7;0;1
369;2025-05-21 23:02:02;26.0;922.1;3.8;3886754.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.5;45.4;71.9;301.8;156.8;-6.8;-1.8;0;0
374;2025-05-21 23:02:38;26.0;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
375;2025-05-21 23:02:46;26.0;933.1;3.8;3786888.0;265.0;150.0;150.0;3;141.6;80.1;80.1;39.9;45.2;70.4;301.8;155.5;-6.8;-0.5;0;0
380;2025-05-21 23:03:23;26.0;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
390;2025-05-21 23:04:37;25.9;91.3;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
393;2025-05-21 23:04:59;25.9;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
394;2025-05-21 23:05:06;25.9;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
398;2025-05-21 23:05:36;25.9;944.0;3.8;3986888.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.4;46.5;73.7;301.8;160.7;-6.8;-5.7;0;0
401;2025-05-21 23:05:58;25.9;950.0;3.8;3786888.0;265.0;150.0;150.0;3;141.6;80.1;80.1;40.7;45.6;70.6;301.8;156.9;-6.8;-1.9;0;0
406;2025-05-21 23:06:35;25.9;92.0;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
408;2025-05-21 23:06:50;25.9;91.5;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.7;301.8;7.2;-6.8;147.8;0;1
412;2025-05-21 23:07:19;25.8;92.1;3.8;500.0;265.0;150.0;150.0;3;141.6;80.1;80.1;4.0;2.5;0.8;301.8;7.2;-6.8;147.8;0;1
